No_Invoice,Total_Piutang,Jumlah_Termin_Aktual,Jumlah_Termin_Prediksi,Aktual_Bayar_1,Prediksi_Bayar_1,Aktual_Bayar_2,Prediksi_Bayar_2,Aktual_Bayar_3,Prediksi_Bayar_3,Aktual_Bayar_4,Prediksi_Bayar_4,Aktual_Bayar_5,Prediksi_Bayar_5,Total_Nominal_Meleset,Persentase_Simpangan (%)
047835/25/SBY,396063.0,1,2,396063.0,356943.70765957853,0.0,39119.29234042143,0.0,0.0,0.0,0.0,0.0,0.0,39119.29234042145,9.88
565/25/11/181/X,125.0,1,1,125.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
064/25/11/622/X,2260875.0,1,1,2260875.0,2260875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
047853/25/SBY,513000.0,1,1,513000.0,513000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
759/25/10/237/X,83125.0,2,2,42500.0,53798.5485717868,40625.0,29326.45142821319,0.0,0.0,0.0,0.0,0.0,0.0,11298.548571786805,13.59
037556/24/SBY,201250.0,1,1,201250.0,201250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
937/25/10/409/X,102625.0,1,2,102625.0,87892.48781461657,0.0,14732.512185383423,0.0,0.0,0.0,0.0,0.0,0.0,14732.512185383424,14.36
774/25/11/467/X,567625.0,1,1,567625.0,567625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416/25/10/444/X,1912063.0,1,1,1912063.0,1912063.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
612/25/12/735/X,1215000.0,1,1,1215000.0,1215000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
033719/25/SBY,306750.0,1,1,306750.0,306750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
005/26/01/196/X,205125.0,1,2,205125.0,199146.5083435906,0.0,5978.491656409395,0.0,0.0,0.0,0.0,0.0,0.0,5978.491656409398,2.91
959/25/09/913/X,17625.0,1,2,17625.0,17085.90514465481,0.0,539.0948553451889,0.0,0.0,0.0,0.0,0.0,0.0,539.094855345189,3.06
211/25/11/057/X,15125.0,1,1,15125.0,15125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446/25/09/142/X,217625.0,1,2,217625.0,210495.39718867332,0.0,7129.602811326682,0.0,0.0,0.0,0.0,0.0,0.0,7129.602811326681,3.28
039697/25/SBY,231750.0,1,1,231750.0,231750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
041824/25/SBY,25000.0,1,2,25000.0,17472.580361173066,0.0,7527.419638826931,0.0,0.0,0.0,0.0,0.0,0.0,7527.419638826932,30.11
259/25/10/191/X,1578125.0,1,1,1578125.0,1578125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
890/25/12/476/XLIV,455125.0,1,2,455125.0,442280.9205274037,0.0,12844.079472596328,0.0,0.0,0.0,0.0,0.0,0.0,12844.07947259631,2.82
044736/25/SBY,207875.0,1,1,207875.0,207875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
567/25/10/817/X,20125.0,1,2,20125.0,19629.713443104203,0.0,495.2865568957983,0.0,0.0,0.0,0.0,0.0,0.0,495.28655689579756,2.46
527/25/09/533/X,925375.0,1,1,925375.0,925375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
448/25/10/902/X,22500.0,1,1,22500.0,22500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000453/25/BAU,494000.0,1,1,494000.0,494000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
868/25/10/716/VA,380750.0,1,1,380750.0,380750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
785/25/09/456/VZ,217625.0,1,2,217625.0,210495.39718867332,0.0,7129.602811326682,0.0,0.0,0.0,0.0,0.0,0.0,7129.602811326681,3.28
579/25/10/636/X,193125.0,1,1,193125.0,193125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
722/25/09/719/X,320625.0,1,1,320625.0,320625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
651/26/01/326/VZ,205125.0,1,2,205125.0,199146.5083435906,0.0,5978.491656409395,0.0,0.0,0.0,0.0,0.0,0.0,5978.491656409398,2.91
188/25/10/475/X,7625.0,1,1,7625.0,7625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
702/25/11/694/VA,237625.0,1,1,237625.0,237625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247/25/11/130/VZ,709875.0,1,1,709875.0,709875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
044861/25/SBY,99250.0,1,1,99250.0,99250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532/25/07/706/X,850375.0,1,1,850375.0,850375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336/25/09/139/VZ,155125.0,1,2,155125.0,151245.30762189275,0.0,3879.692378107266,0.0,0.0,0.0,0.0,0.0,0.0,3879.69237810726,2.5
140/25/12/680/VA,448375.0,1,2,448375.0,274029.9593123055,0.0,174345.04068769453,0.0,0.0,0.0,0.0,0.0,0.0,174345.0406876945,38.88
003/25/11/358/X,37625.0,1,2,37625.0,36632.35808057751,0.0,992.6419194224853,0.0,0.0,0.0,0.0,0.0,0.0,992.6419194224864,2.64
855/25/11/669/X,6530125.0,1,1,6530125.0,6530125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
959/25/09/680/X,330125.0,1,1,330125.0,330125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
047858/25/SBY,120500.0,1,1,120500.0,120500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
908/25/10/845/LI,76875.0,1,1,76875.0,76875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
970/25/12/484/X,241000.0,1,1,241000.0,241000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000398/25/TRK,172125.0,1,1,172125.0,172125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683/25/11/635/VA,220125.0,1,1,220125.0,220125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
035468/24/SBY,118750.0,1,1,118750.0,118750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
922/25/09/224/X,103125.0,1,1,103125.0,103125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002949/25/SMG,186075.0,1,1,186075.0,186075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
678/25/08/000/X,450625.0,1,1,450625.0,450625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
876/25/09/998/X,299375.0,1,1,299375.0,299375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
032514/25/JKT,113875.0,1,1,113875.0,113875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
063/25/09/613/VA,145125.0,1,2,145125.0,134130.85268563617,0.0,10994.147314363834,0.0,0.0,0.0,0.0,0.0,0.0,10994.147314363832,7.58
048054/25/SBY,687500.0,1,1,687500.0,687500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141/25/09/523/X,92625.0,2,2,75000.0,87617.74165764869,17625.0,5007.2583423513115,0.0,0.0,0.0,0.0,0.0,0.0,12617.741657648687,13.62
398/25/12/105/X,2661584.0,1,1,2661584.0,2661584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271/26/01/398/X,37625.0,1,2,37625.0,36632.35808057751,0.0,992.6419194224853,0.0,0.0,0.0,0.0,0.0,0.0,992.6419194224864,2.64
000256/26/MKS,125000.0,1,1,125000.0,125000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355/25/08/072/VZ,56125.0,1,1,56125.0,56125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164/25/10/176/X,361875.0,1,1,361875.0,361875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
025626/25/SBY,243000.0,1,2,243000.0,226756.85862144383,0.0,16243.141378556187,0.0,0.0,0.0,0.0,0.0,0.0,16243.141378556182,6.68
490/25/07/714/X,984125.0,1,2,984125.0,917683.7630059636,0.0,66441.2369940363,0.0,0.0,0.0,0.0,0.0,0.0,66441.23699403633,6.75
639/25/12/509/VA,555125.0,2,1,542625.0,555125.0,12500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12500.0,2.25
874/25/12/583/VA,267625.0,1,2,267625.0,228591.40281283864,0.0,39033.597187161366,0.0,0.0,0.0,0.0,0.0,0.0,39033.59718716136,14.59
173/25/09/468/X,20125.0,1,2,20125.0,19629.713443104203,0.0,495.2865568957983,0.0,0.0,0.0,0.0,0.0,0.0,495.28655689579756,2.46
200/25/09/793/X,55125.0,1,2,55125.0,51759.502833953484,0.0,3365.4971660465158,0.0,0.0,0.0,0.0,0.0,0.0,3365.497166046516,6.11
418/25/11/942/X,230375.0,1,2,230375.0,223111.07142857142,0.0,7263.928571428571,0.0,0.0,0.0,0.0,0.0,0.0,7263.928571428575,3.15
856/25/09/026/X,492625.0,1,1,492625.0,492625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
584/25/09/545/X,107625.0,2,2,92625.0,102666.49255365833,15000.0,4958.507446341674,0.0,0.0,0.0,0.0,0.0,0.0,10041.492553658329,9.33
306/25/08/345/X,105125.0,1,2,105125.0,100821.90158768035,0.0,4303.09841231965,0.0,0.0,0.0,0.0,0.0,0.0,4303.098412319652,4.09
375/26/01/870/X,317625.0,1,2,317625.0,292469.12007255084,0.0,25155.879927449136,0.0,0.0,0.0,0.0,0.0,0.0,25155.879927449147,7.92
902/26/01/605/VA,5125.0,1,1,5125.0,5125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226/25/10/016/X,15125.0,1,1,15125.0,15125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
752/25/10/072/VZ,692625.0,1,1,692625.0,692625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387/25/10/376/X,273188.0,2,2,258188.0,267299.72619047615,14999.999999999998,5888.273809523807,0.0,0.0,0.0,0.0,0.0,0.0,9111.726190476173,3.34
510/25/11/379/X,1434063.0,1,1,1434063.0,1434063.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397/25/10/105/X,280125.0,1,3,280125.0,260271.64255581607,0.0,15812.619192784501,0.0,4040.7382513994285,0.0,0.0,0.0,0.0,19853.35744418393,7.09
087/25/10/317/X,305125.0,1,2,305125.0,294771.91657930857,0.0,10353.08342069144,0.0,0.0,0.0,0.0,0.0,0.0,10353.083420691435,3.39
037547/25/SBY,214250.0,1,1,214250.0,214250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
727/25/08/570/VZ,206375.0,1,1,206375.0,206375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
807/25/12/979/X,340125.0,1,1,340125.0,340125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367/25/08/731/X,1626375.0,1,2,1626375.0,1211056.037613781,0.0,415318.9623862192,0.0,0.0,0.0,0.0,0.0,0.0,415318.9623862191,25.54
279/25/09/434/X,370125.0,1,2,370125.0,347071.2749359996,0.0,23053.725064000442,0.0,0.0,0.0,0.0,0.0,0.0,23053.725064000424,6.23
000015/26/PAL,208500.0,1,1,208500.0,208500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
787/25/07/830/VZ,231375.0,1,1,231375.0,231375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
034748/25/SBY,99250.0,1,1,99250.0,99250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
945/25/07/181/X,368125.0,1,1,368125.0,368125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120/25/12/878/X,10125.0,1,2,10125.0,9920.973739057132,0.0,204.02626094286904,0.0,0.0,0.0,0.0,0.0,0.0,204.02626094286865,2.02
424/25/11/482/X,905125.0,1,2,905125.0,849792.3194431509,0.0,55332.680556849176,0.0,0.0,0.0,0.0,0.0,0.0,55332.68055684914,6.11
678/25/11/646/X,248875.0,1,1,248875.0,248875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
003239/26/SBY,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
041136/25/SBY,85500.0,1,2,85500.0,83253.1559973397,0.0,2246.8440026603053,0.0,0.0,0.0,0.0,0.0,0.0,2246.8440026603057,2.63
040903/25/SBY,221000.0,1,1,221000.0,221000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802/25/10/081/VC,45125.0,1,2,45125.0,40614.07354561942,0.0,4510.926454380578,0.0,0.0,0.0,0.0,0.0,0.0,4510.9264543805775,10.0
035582/25/SBY,392000.0,1,1,392000.0,392000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
966/25/09/244/VZ,505125.0,1,2,505125.0,482215.5923213606,0.0,22909.40767863936,0.0,0.0,0.0,0.0,0.0,0.0,22909.407678639378,4.54
516/25/09/578/X,217625.0,1,2,217625.0,210495.39718867332,0.0,7129.602811326682,0.0,0.0,0.0,0.0,0.0,0.0,7129.602811326681,3.28
461/25/10/271/VM,628875.0,1,1,628875.0,628875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550/25/11/104/X,203625.0,1,1,203625.0,203625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
034/25/10/498/VC,20125.0,1,2,20125.0,19629.713443104203,0.0,495.2865568957983,0.0,0.0,0.0,0.0,0.0,0.0,495.28655689579756,2.46
546/25/10/664/X,5125.0,1,1,5125.0,5125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
035368/25/SBY,1956250.0,1,1,1956250.0,1956250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
032/25/10/749/X,213375.0,1,1,213375.0,213375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
050/25/10/296/X,555125.0,1,1,555125.0,555125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
808/25/11/693/X,167875.0,2,2,50000.0,128123.5569885289,117875.0,39751.44301147112,0.0,0.0,0.0,0.0,0.0,0.0,78123.55698852889,46.54
829/25/09/542/X,25125.0,1,2,25125.0,23500.197070514187,0.0,1624.8029294858163,0.0,0.0,0.0,0.0,0.0,0.0,1624.8029294858147,6.47
685/25/10/090/X,10125.0,1,2,10125.0,9920.973739057132,0.0,204.02626094286904,0.0,0.0,0.0,0.0,0.0,0.0,204.02626094286865,2.02
305/25/09/654/X,723875.0,1,1,723875.0,723875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161/25/12/834/X,57625.0,1,2,57625.0,51509.461647513126,0.0,6115.538352486873,0.0,0.0,0.0,0.0,0.0,0.0,6115.538352486874,10.61
036084/25/SBY,730000.0,1,1,730000.0,730000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
018/25/10/806/X,1062125.0,1,1,1062125.0,1062125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
055/25/12/597/X,215625.0,1,1,215625.0,215625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409/25/09/551/X,1130125.0,1,2,1130125.0,1093134.8955396337,0.0,36990.10446036636,0.0,0.0,0.0,0.0,0.0,0.0,36990.10446036633,3.27
617/25/10/026/X,530125.0,1,2,530125.0,521227.7755019506,0.0,8897.224498049396,0.0,0.0,0.0,0.0,0.0,0.0,8897.224498049405,1.68
057/25/10/310/X,733750.0,1,1,733750.0,733750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316/25/10/803/X,411875.0,1,1,411875.0,411875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285/26/02/046/VR,2014125.0,1,1,2014125.0,2014125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
047/25/12/698/X,230125.0,1,2,230125.0,218293.3775028059,0.0,11831.622497194081,0.0,0.0,0.0,0.0,0.0,0.0,11831.62249719409,5.14
975/25/08/000/X,274375.0,1,1,274375.0,274375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000374/25/BAU,355500.0,1,1,355500.0,355500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
046736/25/SBY,311500.0,1,1,311500.0,311500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322/25/11/374/X,530125.0,1,2,530125.0,521227.7755019506,0.0,8897.224498049396,0.0,0.0,0.0,0.0,0.0,0.0,8897.224498049405,1.68
003588/25/MKS,88750.0,1,1,88750.0,88750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849/25/10/076/X,286875.0,1,1,286875.0,286875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
884/25/11/296/X,1637000.0,1,1,1637000.0,1637000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
527/25/09/976/X,193125.0,1,1,193125.0,193125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488/25/08/281/X,520375.0,1,2,520375.0,507326.1036445117,0.0,13048.896355488305,0.0,0.0,0.0,0.0,0.0,0.0,13048.896355488292,2.51
610/25/08/990/X,1464375.0,1,1,1464375.0,1464375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
808/25/10/954/X,411875.0,1,1,411875.0,411875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368/25/11/732/VZ,357500.0,1,1,357500.0,357500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
003241/26/SBY,163721.0,1,1,163721.0,163721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
784/25/10/581/VZ,610125.0,1,1,610125.0,610125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421/25/10/273/X,80125.0,1,2,80125.0,73903.03246561892,0.0,6221.967534381082,0.0,0.0,0.0,0.0,0.0,0.0,6221.967534381081,7.77
057/25/08/886/X,85125.0,1,2,85125.0,71005.75749975906,0.0,14119.242500240938,0.0,0.0,0.0,0.0,0.0,0.0,14119.24250024094,16.59
818/25/11/333/X,85125.0,1,2,85125.0,71005.75749975906,0.0,14119.242500240938,0.0,0.0,0.0,0.0,0.0,0.0,14119.24250024094,16.59
159/25/10/220/X,226125.0,1,1,226125.0,226125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199/25/10/523/VX,1391725.0,1,1,1391725.0,1391725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
036432/25/SBY,159625.0,1,1,159625.0,159625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
036320/25/SBY,119250.0,1,2,119250.0,112490.84855742473,0.0,6759.151442575275,0.0,0.0,0.0,0.0,0.0,0.0,6759.151442575272,5.67
042750/25/SBY,139250.0,1,1,139250.0,139250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
047580/25/SBY,337500.0,1,1,337500.0,337500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
777/25/10/597/VZ,332500.0,1,1,332500.0,332500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
048402/25/SBY,507750.0,1,1,507750.0,507750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
651/26/01/245/X,1130125.0,1,2,1130125.0,1093134.8955396337,0.0,36990.10446036636,0.0,0.0,0.0,0.0,0.0,0.0,36990.10446036633,3.27
530/25/12/051/X,80125.0,1,2,80125.0,73903.03246561892,0.0,6221.967534381082,0.0,0.0,0.0,0.0,0.0,0.0,6221.967534381081,7.77
269/25/10/683/X,355125.0,1,2,355125.0,333289.3743046253,0.0,21835.62569537469,0.0,0.0,0.0,0.0,0.0,0.0,21835.625695374685,6.15
251/25/10/164/X,1075500.0,1,1,1075500.0,1075500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
789/25/11/218/X,17625.0,1,2,17625.0,17085.90514465481,0.0,539.0948553451889,0.0,0.0,0.0,0.0,0.0,0.0,539.094855345189,3.06
172/26/01/689/X,50125.0,1,2,50125.0,45917.92365483655,0.0,4207.07634516345,0.0,0.0,0.0,0.0,0.0,0.0,4207.076345163449,8.39
020/25/11/341/X,5125.0,1,1,5125.0,5125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
036672/25/SBY,221000.0,1,1,221000.0,221000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413/25/09/393/X,25125.0,2,2,10125.0,23500.197070514187,14999.999999999998,1624.8029294858163,0.0,0.0,0.0,0.0,0.0,0.0,13375.197070514183,53.23
447/25/10/529/X,52625.0,2,2,27499.999999999996,47438.86884239304,25125.0,5186.131157606955,0.0,0.0,0.0,0.0,0.0,0.0,19938.868842393043,37.89
044051/25/SBY,98000.0,1,1,98000.0,98000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363/25/12/147/VA,17625.0,1,2,17625.0,17085.90514465481,0.0,539.0948553451889,0.0,0.0,0.0,0.0,0.0,0.0,539.094855345189,3.06
778/25/10/202/X,187625.0,1,2,187625.0,170155.05990258334,0.0,17469.940097416642,0.0,0.0,0.0,0.0,0.0,0.0,17469.940097416653,9.31
685/25/10/018/X,80125.0,1,2,80125.0,73903.03246561892,0.0,6221.967534381082,0.0,0.0,0.0,0.0,0.0,0.0,6221.967534381081,7.77
867/25/11/958/X,2830125.0,1,1,2830125.0,2830125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
705/25/10/917/X,286875.0,1,1,286875.0,286875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
034900/25/SBY,183000.0,1,1,183000.0,183000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
043753/25/SBY,160500.0,1,1,160500.0,160500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
048321/25/SBY,209625.0,1,1,209625.0,209625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
044086/25/SBY,146000.0,1,1,146000.0,146000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309/26/01/417/X,42625.0,1,2,42625.0,40705.25237856917,0.0,1919.7476214308338,0.0,0.0,0.0,0.0,0.0,0.0,1919.7476214308335,4.5
548/25/11/224/VX,685075.0,1,2,685075.0,579986.1516285687,0.0,105088.8483714314,0.0,0.0,0.0,0.0,0.0,0.0,105088.84837143138,15.34
396/25/10/806/X,415625.0,1,1,415625.0,415625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113/25/11/847/X,180125.0,1,2,180125.0,171808.72155451128,0.0,8316.278445488715,0.0,0.0,0.0,0.0,0.0,0.0,8316.278445488715,4.62
039/25/08/097/X,148125.0,1,1,148125.0,148125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
887/25/11/976/X,92625.0,1,2,92625.0,87617.74165764869,0.0,5007.2583423513115,0.0,0.0,0.0,0.0,0.0,0.0,5007.258342351312,5.41
883/25/08/848/X,818625.0,1,1,818625.0,818625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107/25/08/568/VZ,55125.0,1,2,55125.0,51759.502833953484,0.0,3365.4971660465158,0.0,0.0,0.0,0.0,0.0,0.0,3365.497166046516,6.11
275/25/09/359/X,353875.0,1,1,353875.0,353875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
940/25/11/155/X,92625.0,1,2,92625.0,87617.74165764869,0.0,5007.2583423513115,0.0,0.0,0.0,0.0,0.0,0.0,5007.258342351312,5.41
031618/25/JKT,363000.0,1,1,363000.0,363000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
036825/25/SBY,125900.0,1,1,125900.0,125900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
036/26/01/796/X,155125.0,1,2,155125.0,151245.30762189275,0.0,3879.692378107266,0.0,0.0,0.0,0.0,0.0,0.0,3879.69237810726,2.5
026630/25/SBY,263500.0,1,1,263500.0,263500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193/24/09/851/X,830125.0,1,1,830125.0,830125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
048337/25/SBY,769500.0,1,1,769500.0,769500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
827/25/11/059/XR1,11375.0,2,2,5000.0,7151.688988095233,6375.0,4223.311011904766,0.0,0.0,0.0,0.0,0.0,0.0,2151.6889880952335,18.92
043241/25/SBY,274000.0,1,1,274000.0,274000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
571/25/12/694/X,430125.0,1,2,430125.0,399336.9403968906,0.0,30788.05960310934,0.0,0.0,0.0,0.0,0.0,0.0,30788.05960310936,7.16
281/25/09/516/X,2956375.0,1,1,2956375.0,2956375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
004651/25/MKS,127500.0,1,1,127500.0,127500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
879/25/12/155/VX,26500.0,1,1,26500.0,26500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266/25/09/219/X,217625.0,1,2,217625.0,210495.39718867332,0.0,7129.602811326682,0.0,0.0,0.0,0.0,0.0,0.0,7129.602811326681,3.28
655/25/10/652/X,826875.0,1,1,826875.0,826875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
042262/25/SBY,139250.0,1,1,139250.0,139250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580/25/09/209/VA,207625.0,1,2,207625.0,197583.88232583995,0.0,10041.11767416004,0.0,0.0,0.0,0.0,0.0,0.0,10041.117674160045,4.84
