No_Invoice,Total_Piutang,Jumlah_Termin_Aktual,Jumlah_Termin_Prediksi,Aktual_Bayar_1,Prediksi_Bayar_1,Aktual_Bayar_2,Prediksi_Bayar_2,Aktual_Bayar_3,Prediksi_Bayar_3,Aktual_Bayar_4,Prediksi_Bayar_4,Aktual_Bayar_5,Prediksi_Bayar_5
185/25/09/565/XXXI,133625.0,1,1,133625.0,133625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317/25/09/643/VF,1305125.0,1,2,1305125.0,1231969.4193887117,0.0,73155.58061128829,0.0,0.0,0.0,0.0,0.0,0.0
424/25/11/293/X,25125.0,1,2,25125.0,23762.333773273513,0.0,1362.666226726487,0.0,0.0,0.0,0.0,0.0,0.0
495/25/12/547/X,165125.0,1,2,165125.0,159158.8420339687,0.0,5966.157966031292,0.0,0.0,0.0,0.0,0.0,0.0
991/26/01/242/XRM1,-971.0,0,0,-971.0,-971.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
035468/24/SBY,118750.0,1,1,118750.0,118750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
741/25/09/311/X,165125.0,1,2,165125.0,159158.8420339687,0.0,5966.157966031292,0.0,0.0,0.0,0.0,0.0,0.0
023/25/11/107/VA,742625.0,1,2,742625.0,506499.09115884115,0.0,236125.90884115882,0.0,0.0,0.0,0.0,0.0,0.0
972/25/12/828/X,226125.0,1,1,226125.0,226125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
036423/25/SBY,294000.0,1,2,294000.0,285225.47942244395,0.0,8774.520577556115,0.0,0.0,0.0,0.0,0.0,0.0
227/25/09/688/X,2682000.0,1,1,2682000.0,2682000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187/25/12/564/X,230125.0,1,2,230125.0,215842.31436188647,0.0,14282.685638113553,0.0,0.0,0.0,0.0,0.0,0.0
390/25/11/960/X,1130125.0,1,2,1130125.0,1093782.5618750474,0.0,36342.43812495257,0.0,0.0,0.0,0.0,0.0,0.0
177/25/09/926/X,530125.0,1,2,530125.0,519310.33749898087,0.0,10814.662501019126,0.0,0.0,0.0,0.0,0.0,0.0
092/25/09/929/XXXI,292125.0,1,1,292125.0,292125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
959/25/09/913/X,17625.0,1,2,17625.0,17029.936802728334,0.0,595.0631972716686,0.0,0.0,0.0,0.0,0.0,0.0
021/25/10/422/X,518625.0,1,1,518625.0,518625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231/25/10/853/VA,247625.0,1,1,247625.0,247625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
724/25/09/576/X,411875.0,1,1,411875.0,411875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
092/25/10/701/VX,517200.0,1,1,517200.0,517200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115/25/10/309/XRM1,-25000.0,0,0,-25000.0,-25000.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
183/25/10/393/X,530625.0,1,1,530625.0,530625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002413/26/SBY,970299.0,1,1,970299.0,970299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
914/25/09/784/X,743375.0,1,1,743375.0,743375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
885/25/10/892/X,90625.0,1,2,90625.0,66053.24330868908,0.0,24571.756691310904,0.0,0.0,0.0,0.0,0.0,0.0
875/25/10/708/X,186625.0,1,1,186625.0,186625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
035/25/05/513/X,245250.0,1,2,245250.0,227624.83569787286,0.0,17625.16430212712,0.0,0.0,0.0,0.0,0.0,0.0
310/25/09/401/VZ,193875.0,1,1,193875.0,193875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
036493/25/SBY,158000.0,1,1,158000.0,158000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
954/25/12/132/VA,65125.0,1,2,65125.0,53485.74496866563,0.0,11639.255031334376,0.0,0.0,0.0,0.0,0.0,0.0
847/25/10/701/X,150125.0,1,2,150125.0,142123.0619692183,0.0,8001.938030781677,0.0,0.0,0.0,0.0,0.0,0.0
054/25/09/946/XRM1,-12500.0,0,0,-12500.0,-12500.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
701/25/08/961/VA,202625.0,1,1,202625.0,202625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412/25/09/096/VA,17625.0,1,2,17625.0,17029.936802728334,0.0,595.0631972716686,0.0,0.0,0.0,0.0,0.0,0.0
000135/26/BIT,8875.0,1,2,8875.0,8451.678406875475,0.0,423.3215931245263,0.0,0.0,0.0,0.0,0.0,0.0
043759/25/SBY,611125.0,1,1,611125.0,611125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
032632/25/SBY,597750.0,1,1,597750.0,597750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
034560/25/SBY,109250.0,1,1,109250.0,109250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242/25/12/137/VA,187625.0,1,2,187625.0,174864.7782809039,0.0,12760.2217190961,0.0,0.0,0.0,0.0,0.0,0.0
948/25/10/706/X,8855125.0,1,1,8855125.0,8855125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371/25/09/736/X,52500.0,1,1,52500.0,52500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
682/26/01/658/VA,257875.0,1,1,257875.0,257875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393/26/01/306/X,10125.0,1,2,10125.0,9984.846500152651,0.0,140.15349984735067,0.0,0.0,0.0,0.0,0.0,0.0
087/25/10/536/X,2680625.0,1,1,2680625.0,2680625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
571/25/09/207/X,27625.0,1,2,27625.0,26380.34716292541,0.0,1244.6528370745905,0.0,0.0,0.0,0.0,0.0,0.0
232/25/12/356/X,430125.0,2,2,10000.0,406029.22591989825,420125.0,24095.77408010174,0.0,0.0,0.0,0.0,0.0,0.0
556/25/12/093/X,1384000.0,1,2,1384000.0,1344015.21461315,0.0,39984.78538684974,0.0,0.0,0.0,0.0,0.0,0.0
468/25/09/036/X,286875.0,1,1,286875.0,286875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548/25/10/713/XR1,57625.0,1,2,57625.0,49363.04136278567,0.0,8261.95863721434,0.0,0.0,0.0,0.0,0.0,0.0
659/25/09/052/VX,157625.0,1,2,157625.0,118398.5648266609,0.0,39226.43517333911,0.0,0.0,0.0,0.0,0.0,0.0
288/25/08/642/X,30125.0,1,2,30125.0,28964.57714690709,0.0,1160.4228530929104,0.0,0.0,0.0,0.0,0.0,0.0
641/26/01/251/VLD,308625.0,1,1,308625.0,308625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110/25/10/193/X,192625.0,1,2,192625.0,179475.64911324537,0.0,13149.350886754628,0.0,0.0,0.0,0.0,0.0,0.0
149/25/09/460/VA,1762875.0,1,1,1762875.0,1762875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
896/25/12/820/X,175125.0,1,2,175125.0,164210.9480218473,0.0,10914.05197815269,0.0,0.0,0.0,0.0,0.0,0.0
044475/25/SBY,213063.0,1,1,213063.0,213063.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
870/25/11/603/X,140125.0,1,2,140125.0,134407.76960457495,0.0,5717.230395425064,0.0,0.0,0.0,0.0,0.0,0.0
881/25/10/194/X,298000.0,1,1,298000.0,298000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332/25/09/533/X,1920625.0,1,1,1920625.0,1920625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
036878/25/SBY,195625.0,1,1,195625.0,195625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700/25/09/789/X,692625.0,1,1,692625.0,692625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
891/25/12/527/X,580125.0,1,2,580125.0,571890.7979726269,0.0,8234.202027373107,0.0,0.0,0.0,0.0,0.0,0.0
666/25/12/076/X,803125.0,1,1,803125.0,803125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452/25/12/306/X,40125.0,2,2,5499.999999999999,37102.105624855285,34625.0,3022.8943751447146,0.0,0.0,0.0,0.0,0.0,0.0
806/26/01/482/XR1,353875.0,1,1,353875.0,353875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496/25/09/255/X,142625.0,1,2,142625.0,132852.21796157237,0.0,9772.782038427616,0.0,0.0,0.0,0.0,0.0,0.0
267/25/09/409/X,5125.0,1,1,5125.0,5125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000877/25/SDA,151000.0,1,1,151000.0,151000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
044949/25/SBY,1451750.0,1,1,1451750.0,1451750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
626/25/10/773/XXXI,133625.0,1,1,133625.0,133625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
923/25/10/704/X,187625.0,1,2,187625.0,174864.7782809039,0.0,12760.2217190961,0.0,0.0,0.0,0.0,0.0,0.0
439/25/12/351/X,867625.0,1,1,867625.0,867625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479/25/09/996/X,557625.0,1,1,557625.0,557625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
915/25/10/556/XXXI,129125.0,1,1,129125.0,129125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
035303/25/SBY,228000.0,1,1,228000.0,228000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219/25/10/908/XRM1,-17500.0,0,0,-17500.0,-17500.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
857/25/12/652/VX,32250.0,1,2,32250.0,27171.42802209229,0.0,5078.571977907714,0.0,0.0,0.0,0.0,0.0,0.0
436/25/09/503/X,696125.0,1,1,696125.0,696125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
694/25/10/732/X,839250.0,1,1,839250.0,839250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000394/25/BAU,243125.0,1,1,243125.0,243125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
056/25/12/023/X,92625.0,1,2,92625.0,87048.72611923653,0.0,5576.273880763482,0.0,0.0,0.0,0.0,0.0,0.0
043587/25/SBY,110500.0,1,2,110500.0,107760.02350355222,0.0,2739.9764964477745,0.0,0.0,0.0,0.0,0.0,0.0
737/25/09/213/X,10125.0,1,2,10125.0,9984.846500152651,0.0,140.15349984735067,0.0,0.0,0.0,0.0,0.0,0.0
044257/25/SBY,160500.0,1,1,160500.0,160500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387/25/10/376/X,273188.0,2,2,258188.0,266939.4718614719,14999.999999999998,6248.528138528132,0.0,0.0,0.0,0.0,0.0,0.0
282/25/10/723/X,376125.0,1,1,376125.0,376125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581/25/09/882/VZ,482625.0,1,1,482625.0,482625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
041077/25/SBY,221000.0,1,1,221000.0,221000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279/25/08/937/X,126875.0,1,1,126875.0,126875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333/25/10/672/XR1,716125.0,1,1,716125.0,716125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139/24/11/415/X,150500.0,1,2,150500.0,147110.1374790112,0.0,3389.862520988804,0.0,0.0,0.0,0.0,0.0,0.0
403/25/12/811/X,226125.0,1,1,226125.0,226125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
037007/25/SBY,133000.0,1,1,133000.0,133000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313/25/11/822/X,17625.0,1,2,17625.0,17029.936802728334,0.0,595.0631972716686,0.0,0.0,0.0,0.0,0.0,0.0
048095/25/SBY,321000.0,1,1,321000.0,321000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140/25/07/084/VZ,111375.0,1,2,111375.0,109518.28029997807,0.0,1856.719700021937,0.0,0.0,0.0,0.0,0.0,0.0
048285/25/SBY,377700.0,1,1,377700.0,377700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
006323/26/SBY,472943.0,1,1,472943.0,472943.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209/25/09/565/X,17625.0,1,2,17625.0,17029.936802728334,0.0,595.0631972716686,0.0,0.0,0.0,0.0,0.0,0.0
475/25/09/959/VZ,217625.0,1,2,217625.0,213240.6482895524,0.0,4384.351710447612,0.0,0.0,0.0,0.0,0.0,0.0
457/25/09/295/X,175125.0,1,2,175125.0,164210.9480218473,0.0,10914.05197815269,0.0,0.0,0.0,0.0,0.0,0.0
678/26/01/150/X,285125.0,1,2,285125.0,252166.62951658017,0.0,32958.37048341984,0.0,0.0,0.0,0.0,0.0,0.0
754/25/10/239/X,170125.0,1,4,170125.0,155734.77517935852,0.0,6714.619804217217,0.0,3837.8025082121303,0.0,3837.8025082121303,0.0,0.0
044307/25/SBY,110500.0,1,2,110500.0,107760.02350355222,0.0,2739.9764964477745,0.0,0.0,0.0,0.0,0.0,0.0
664/25/12/175/X,95125.0,1,2,95125.0,91859.98610484028,0.0,3265.0138951597246,0.0,0.0,0.0,0.0,0.0,0.0
045669/25/SBY,234125.0,1,1,234125.0,234125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
911/25/10/881/LI,224625.0,1,2,224625.0,220631.9441356309,0.0,3993.0558643690933,0.0,0.0,0.0,0.0,0.0,0.0
001110/26/SBY,1889750.0,1,2,1889750.0,1674574.541959433,0.0,215175.4580405671,0.0,0.0,0.0,0.0,0.0,0.0
287/25/11/525/X,505125.0,1,2,505125.0,476287.24661982217,0.0,28837.753380177877,0.0,0.0,0.0,0.0,0.0,0.0
900/25/01/596/VV,47000.0,1,1,47000.0,47000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
042297/25/JKT,485750.0,1,1,485750.0,485750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
954/25/09/475/X,411875.0,1,1,411875.0,411875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550/25/10/872/VD,405125.0,1,2,405125.0,378985.7589133883,0.0,26139.241086611724,0.0,0.0,0.0,0.0,0.0,0.0
561/25/09/246/VZ,307625.0,1,1,307625.0,307625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
046735/25/SBY,158000.0,1,1,158000.0,158000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
794/25/10/816/X,208125.0,1,1,208125.0,208125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573/25/07/694/X,672875.0,1,1,672875.0,672875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
076/25/10/627/VZ,307625.0,1,1,307625.0,307625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167/25/10/480/X,1094125.0,1,1,1094125.0,1094125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
035542/25/JKT,220500.0,1,1,220500.0,220500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
036320/25/SBY,119250.0,1,2,119250.0,107813.07454292997,0.0,11436.925457070029,0.0,0.0,0.0,0.0,0.0,0.0
000692/26/SBY,546250.0,1,1,546250.0,546250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182/25/10/753/X,258125.0,1,1,258125.0,258125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101/25/09/735/XLIV,69375.0,1,1,69375.0,69375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
764/25/11/164/VZ,659875.0,1,1,659875.0,659875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585/25/08/532/VX,32500.0,1,2,32500.0,30548.31272893773,0.0,1951.6872710622715,0.0,0.0,0.0,0.0,0.0,0.0
747/25/08/007/X,35125.0,1,2,35125.0,34166.08495472477,0.0,958.9150452752286,0.0,0.0,0.0,0.0,0.0,0.0
940/25/10/179/X,50125.0,2,2,30125.0,46575.82619363414,20000.0,3549.1738063658568,0.0,0.0,0.0,0.0,0.0,0.0
469/25/09/912/X,333125.0,1,1,333125.0,333125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
044284/25/SBY,922250.0,1,2,922250.0,343312.8970244066,0.0,578937.1029755934,0.0,0.0,0.0,0.0,0.0,0.0
180/25/12/760/X,180125.0,1,2,180125.0,168168.7736070722,0.0,11956.226392927822,0.0,0.0,0.0,0.0,0.0,0.0
040931/25/SBY,126750.0,1,1,126750.0,126750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
026/26/01/478/X,2190000.0,1,2,2190000.0,1839971.64828117,0.0,350028.3517188302,0.0,0.0,0.0,0.0,0.0,0.0
043568/25/SBY,321000.0,1,1,321000.0,321000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
813/25/11/502/X,142625.0,2,2,142625.0,132852.21796157237,142625.0,9772.782038427616,0.0,0.0,0.0,0.0,0.0,0.0
573/25/09/450/X,152875.0,2,2,85000.0,84999.9999999999,67875.0,67875.00000000012,0.0,0.0,0.0,0.0,0.0,0.0
042663/25/SBY,160500.0,1,1,160500.0,160500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
041494/25/SBY,98000.0,1,1,98000.0,98000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
037523/24/SBY,147500.0,1,1,147500.0,147500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
767/25/09/153/X,800375.0,1,1,800375.0,800375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
654/25/10/705/VA,1203625.0,1,1,1203625.0,1203625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849/25/08/793/XRM1,-5000.0,0,0,-5000.0,-5000.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
634/25/11/084/X,242625.0,1,3,242625.0,222413.22215250743,0.0,15880.09516798291,0.0,4331.682679509629,0.0,0.0,0.0,0.0
435/26/01/589/X,342625.0,1,1,342625.0,342625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243/25/12/722/X,580125.0,1,2,580125.0,571890.7979726269,0.0,8234.202027373107,0.0,0.0,0.0,0.0,0.0,0.0
258/25/10/688/X,20125.0,1,2,20125.0,19591.561223907862,0.0,533.4387760921394,0.0,0.0,0.0,0.0,0.0,0.0
305/25/12/114/X,642625.0,1,1,642625.0,642625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800/26/01/392/X,72625.0,1,2,72625.0,58819.416142281436,0.0,13805.583857718562,0.0,0.0,0.0,0.0,0.0,0.0
006489/26/JKT,346125.0,1,1,346125.0,346125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
908/25/10/119/X,142875.0,1,2,142875.0,131682.6567356169,0.0,11192.343264383077,0.0,0.0,0.0,0.0,0.0,0.0
377/25/11/474/VD,280625.0,1,1,280625.0,280625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
955/25/08/817/XRM1,-25000.0,0,0,-25000.0,-25000.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
143/26/01/729/X,1085125.0,1,1,1085125.0,1085125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002133/25/SMG,194825.0,1,1,194825.0,194825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486/25/09/486/VZ,206375.0,1,1,206375.0,206375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397/25/10/105/XRM1,-10000.0,0,0,-10000.0,-10000.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
043/25/11/946/VZ,256375.0,1,1,256375.0,256375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
785/25/11/789/X,225125.0,1,2,225125.0,208836.3893359056,0.0,16288.61066409441,0.0,0.0,0.0,0.0,0.0,0.0
574/25/11/723/X,345125.0,1,3,345125.0,309819.6484305707,0.0,26262.519043958808,0.0,9042.832525470463,0.0,0.0,0.0,0.0
317/25/09/504/X,2587250.0,3,3,2537250.0,1294324.8762504298,2437250.0,1217965.7002062576,150000.0,74959.42354331251,0.0,0.0,0.0,0.0
685/26/01/395/X,617625.0,1,3,617625.0,484373.876170269,0.0,0.0,0.0,66625.56191486551,0.0,66625.56191486551,0.0,0.0
613/25/10/860/X,347125.0,1,2,347125.0,262712.2035554905,0.0,84412.79644450951,0.0,0.0,0.0,0.0,0.0,0.0
820/25/09/794/X,6878125.0,1,1,6878125.0,6878125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
010/25/11/564/X,10125.0,1,2,10125.0,9984.846500152651,0.0,140.15349984735067,0.0,0.0,0.0,0.0,0.0,0.0
499/25/12/829/X,90625.0,1,2,90625.0,66053.24330868908,0.0,24571.756691310904,0.0,0.0,0.0,0.0,0.0,0.0
881/25/09/194/X,92625.0,1,2,92625.0,87048.72611923653,0.0,5576.273880763482,0.0,0.0,0.0,0.0,0.0,0.0
708/24/09/764/VZ,745125.0,1,2,745125.0,564908.8755827507,0.0,180216.1244172493,0.0,0.0,0.0,0.0,0.0,0.0
483/25/11/246/X,95125.0,1,2,95125.0,91859.98610484028,0.0,3265.0138951597246,0.0,0.0,0.0,0.0,0.0,0.0
589/25/12/878/X,480125.0,1,4,480125.0,400530.6494233397,0.0,55481.2608760657,0.0,17166.74414484356,0.0,6946.345555750966,0.0,0.0
499/25/08/585/X,91125.0,1,1,91125.0,91125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
094/25/09/876/VZ,775125.0,1,2,775125.0,723279.2822541348,0.0,51845.717745865244,0.0,0.0,0.0,0.0,0.0,0.0
040001/25/SBY,198500.0,1,1,198500.0,198500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
098/25/09/320/VZ,1545125.0,1,2,1545125.0,1217602.1608495673,0.0,327522.8391504329,0.0,0.0,0.0,0.0,0.0,0.0
089/25/11/713/VZ,482625.0,1,1,482625.0,482625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
037/25/10/574/X,15125.0,1,2,15125.0,14860.96834012647,0.0,264.03165987353077,0.0,0.0,0.0,0.0,0.0,0.0
696/25/05/437/VA,485500.0,1,1,25000.0,485500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193/24/09/851/X,830125.0,1,2,830125.0,786452.404696659,0.0,43672.59530334108,0.0,0.0,0.0,0.0,0.0,0.0
539/25/10/282/X,530125.0,1,2,530125.0,519310.33749898087,0.0,10814.662501019126,0.0,0.0,0.0,0.0,0.0,0.0
134/25/11/492/X,567625.0,1,1,567625.0,567625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458/25/09/347/X,62625.0,1,2,62625.0,59658.132940854324,0.0,2966.8670591456726,0.0,0.0,0.0,0.0,0.0,0.0
303/25/12/670/X,1542625.0,1,1,1542625.0,1542625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273/25/10/342/X,92625.0,1,2,92625.0,87048.72611923653,0.0,5576.273880763482,0.0,0.0,0.0,0.0,0.0,0.0
453/25/10/124/X,22625.0,1,2,22625.0,21345.59955143122,0.0,1279.4004485687808,0.0,0.0,0.0,0.0,0.0,0.0
040979/25/SBY,228000.0,1,1,228000.0,228000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329/25/10/696/X,316875.0,1,1,316875.0,316875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002200/26/SBY,1463799.0,1,1,1463799.0,1463799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331/25/12/382/X,30125.0,1,2,30125.0,28964.57714690709,0.0,1160.4228530929104,0.0,0.0,0.0,0.0,0.0,0.0
100/25/10/710/X,65125.0,1,2,65125.0,53485.74496866563,0.0,11639.255031334376,0.0,0.0,0.0,0.0,0.0,0.0
115/25/10/839/X,30125.0,1,2,30125.0,28964.57714690709,0.0,1160.4228530929104,0.0,0.0,0.0,0.0,0.0,0.0
150/25/09/197/XRM1,-12500.0,0,0,-12500.0,-12500.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
098/25/11/977/X,155125.0,1,2,155125.0,149665.45449612904,0.0,5459.54550387096,0.0,0.0,0.0,0.0,0.0,0.0
963/25/10/727/X,60125.0,1,2,60125.0,55533.19377390967,0.0,4591.806226090328,0.0,0.0,0.0,0.0,0.0,0.0
729/26/01/833/X,1370125.0,1,1,1370125.0,1370125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470/25/09/818/LI,148625.0,1,1,148625.0,148625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
076/25/09/268/VZ,273875.0,1,1,273875.0,273875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544/25/09/979/X,276125.0,1,1,276125.0,276125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
003286/26/SBY,377443.0,1,1,377443.0,377443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508/25/09/825/X,135125.0,4,2,45125.0,127584.93136810364,59999.99999999999,7540.068631896353,27625.0,0.0,2375.0,0.0,0.0,0.0
848/26/02/927/X,3617625.0,1,2,3617625.0,1345066.8859649135,0.0,2272558.1140350862,0.0,0.0,0.0,0.0,0.0,0.0
044/25/12/089/X,255125.0,1,2,255125.0,248991.74395194472,0.0,6133.256048055256,0.0,0.0,0.0,0.0,0.0,0.0
043147/25/SBY,590000.0,1,1,590000.0,590000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
655/25/09/590/X,52625.0,1,2,52625.0,46234.21196474982,0.0,6390.788035250186,0.0,0.0,0.0,0.0,0.0,0.0
031040/25/SBY,214250.0,1,1,214250.0,214250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
044544/25/SBY,4356500.0,1,1,4356500.0,4356500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219/25/09/181/VZ,407625.0,1,2,407625.0,398811.8421081569,0.0,8813.15789184311,0.0,0.0,0.0,0.0,0.0,0.0
474/25/08/117/VZ,327625.0,1,1,327625.0,327625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
877/25/11/471/X,853125.0,1,2,853125.0,842472.5681580465,0.0,10652.43184195349,0.0,0.0,0.0,0.0,0.0,0.0
239/25/09/953/X,47625.0,1,2,47625.0,42851.12598696082,0.0,4773.8740130391725,0.0,0.0,0.0,0.0,0.0,0.0
002/25/10/230/X,588875.0,1,1,588875.0,588875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
039601/24/SBY,403500.0,1,2,403500.0,326274.1139492369,0.0,77225.88605076309,0.0,0.0,0.0,0.0,0.0,0.0
441/25/09/905/X,105125.0,1,2,105125.0,101350.30675927413,0.0,3774.693240725886,0.0,0.0,0.0,0.0,0.0,0.0
